Entity,SiteX,SiteY,Age,GridX,GridY,Veg_dissim,Distance_to_pollen_match,Distance_to_climate_grid,GridID,Tdjf_clim,Tmam_clim,Tjja_clim,Tson_clim,Pdjf_clim,Pmam_clim,Pjja_clim,Pson_clim,Tdjf_disp,Tmam_disp,Tjja_disp,Tson_disp,Pdjf_disp,Pmam_disp,Pjja_disp,Pson_disp,Disp_mean,Disp_variance,Divergence,Clim_dissim,Distance_to_climate_match
499,878868.08,330461.508,3.5,857434.738712876,343991.177156991,0.045,0,25346.4014453328,2731,-6.54418792888493,4.60308772380595,17.1418840597361,6.28902580151309,35.6262589545784,39.0147187024479,79.2535697860091,51.202089172173,0.578366732621049,0.702117768781141,1.99322964799873,2.15046634936571,0.0910531505264627,0.945012915736964,0.673637428515156,4.68544022863509,1.47741552777254,2.18162455182402,98.7685042589573,0.461,111803.399
499,878868.08,330461.508,4,857434.738712876,343991.177156991,0.01,0,25346.4014453328,2731,-6.82208470131407,4.42523369096019,17.0947316161128,5.96684380733517,35.2249445369298,40.607337208442,80.6376867462252,52.0628350682584,0.0985266942651717,0.584451576194475,5.42391871255255,1.3203368028658,0.69928020715238,2.32739576866243,0.796058241556138,3.57327947885443,1.85290593526292,3.3364557454818,103.993935993998,0.779,158113.883
499,878868.08,330461.508,4.5,857434.738712876,343991.177156991,0.023,0,25346.4014453328,2731,-6.71555067073364,4.24949402633672,17.4204122368836,5.91994483152112,35.8016761357581,38.1392853353604,81.5618797253668,54.0666070478596,5.05612325708379,2.86095926212132,6.9112718523823,1.29695598506131,1.59832220707112,0.929759424587195,0.0581174133159686,15.3535074104976,4.25812710151508,25.3281037624233,90.5961153866627,1.066,223606.798
499,878868.08,330461.508,5,857434.738712876,343991.177156991,0.055,0,25346.4014453328,2731,-7.23181245017957,3.92370941635645,17.1890054103832,5.99601353595992,35.2986594677434,39.557501064057,82.1190061867609,49.3981551719669,0.628344316471324,0.341406496215125,5.88720602725985,2.20653072363073,0.525964902486425,1.04267975514703,1.49520175464742,8.59645598417508,2.59047374500412,9.12191682205522,101.770701362123,1.231,180277.564
499,878868.08,330461.508,5.5,857434.738712876,343991.177156991,0.085,297172.715,25346.4014453328,2731,-7.21900646477048,3.78139351704461,17.3799407893719,5.55389060138232,35.1415083108027,39.8467757829555,81.3315273278773,52.0748307399574,2.19669104357037,4.65081517921536,5.75963269841454,0.876510966188757,0.15533144392809,1.11580296092776,1.11081134494746,3.38171306961959,2.40591358835149,4.00412019201293,98.9900965883547,0.589,141421.356
499,878868.08,330461.508,6,857434.738712876,343991.177156991,0.029,297172.715,25346.4014453328,2731,-7.23156460470006,4.41361502118258,17.6428029888176,5.74087393646931,34.2137107632816,38.1192324379141,83.5424522059432,49.4906507456546,0.121528993134288,1.36396178382964,7.83843344894501,0.756129747114475,0.914222348165753,0.219811729990093,0.611691734460534,6.93847944862756,2.34553240428342,9.8966482330206,103.051516067644,0.527,180277.564
499,878868.08,330461.508,6.5,857434.738712876,343991.177156991,0.021,0,25346.4014453328,2731,-8.07289847218228,3.80224196213553,17.6401365588691,5.4562263620742,33.2463484208174,39.3267912329015,82.1234895986191,52.2181882995451,1.58223409123999,5.52115141693138,4.35423514591872,1.80400546552226,1.35392668298152,1.38146902272193,3.35927983472976,4.5621451684453,2.98980585356136,2.78976692106511,94.0576062907519,0.922,180277.564
499,878868.08,330461.508,7,857434.738712876,343991.177156991,0.051,0,25346.4014453328,2731,-7.82902268109541,3.14769277402704,17.4805116475332,5.24151344435559,33.9282904378325,38.205357304127,79.9012597987732,50.2489461282477,3.78090653486607,1.13152684596786,2.18394346550522,2.60229634139517,0.0867184982607768,1.43978965641385,2.16389200466577,4.95897544921571,2.2935060995363,2.34145445357947,92.6271178604705,1.094,715891.053
499,878868.08,330461.508,7.5,857434.738712876,343991.177156991,0.025,0,25346.4014453328,2731,-8.77712150790922,3.20722016038464,17.3768687606482,5.04866393654953,33.4480946148872,38.821352648799,81.1899447059331,50.6216846672726,2.46086668190558,8.2813848991184,6.28370016131669,2.91115703583856,0.787960448878449,0.33805775458525,3.75429950786458,2.01395843824097,3.35392311596856,7.35606851937474,99.4629936718403,0.639,450000
499,878868.08,330461.508,8,857434.738712876,343991.177156991,0.013,0,25346.4014453328,2731,-9.74549750532576,1.56219601720918,16.9641968637714,4.20179066087062,32.5737577895585,37.3148072510988,74.4721539080703,46.9497608337202,0.62709374700244,1.38670405624233,1.67625572222812,0.9582401108675,0.572483242457847,0.419318545278174,0.960460451495318,1.05482331271602,0.956922398535969,0.179621407741823,92.5284549042896,0.867,570087.713
499,878868.08,330461.508,8.5,857434.738712876,343991.177156991,0.029,0,25346.4014453328,2731,-10.2352864093921,1.37725116746275,16.6513955306965,4.20330200237446,32.3177804609508,35.4519818728419,70.0979207502424,45.2504204307951,4.7432635649515,5.49169866211884,6.28014349743439,0.329591965972355,0.89736517213793,1.5926328767018,3.21900441341799,0.048991051230813,2.8253364004957,6.00743767365856,94.1931035999571,0.942,282842.712
499,878868.08,330461.508,9,857434.738712876,343991.177156991,0.008,0,25346.4014453328,2731,-9.64672041330359,2.2009545903308,17.0998482510805,4.3693586568625,32.9625960414981,37.8249741223552,71.2935956701808,46.9578836952801,3.51215368589912,0.526960840417577,0.574757180261819,2.47058084683949,0.38609476276916,0.948092910882518,3.08668993530598,0.330893372456753,1.47952794185405,1.74572826372635,93.6832437225948,0.796,70710.678
499,878868.08,330461.508,9.5,857434.738712876,343991.177156991,0.016,0,25346.4014453328,2731,-10.5639890571452,2.28902856034161,17.1760676892486,4.0573334254106,31.8991762478931,36.2041018118757,71.9891688535531,46.477293810906,0.286055769119637,4.56707789832981,2.12881190257285,0.62531182782979,0.158242167521152,0.11403463017217,1.7183179116657,3.98757713511048,1.6981786552902,3.09768997188864,99.7627663412335,0.29,1e+05
499,878868.08,330461.508,10,857434.738712876,343991.177156991,0.034,0,25346.4014453328,2654,-10.576109235469,2.15308786758036,17.0971537796152,3.85359905949151,32.2121874673523,37.1659005253765,71.5808460778042,49.8625423920326,1.26046784394372,2.14937300971694,17.4157067887667,2.98905566359796,1.82901708270929,0.0697533706124463,1.26484213287483,4.37594013620432,3.91926950355328,31.3804770599041,84.5854131789576,0.53,316227.766
499,878868.08,330461.508,10.5,857434.738712876,343991.177156991,0.038,0,25346.4014453328,2431,-11.210383904614,1.59037036670566,16.1520327665591,3.31501959309983,31.2509762721131,37.3265232390137,67.4520514948928,46.3529158253295,3.83593780878882,1.00933007267866,0.193197796938181,3.5445170027298,2.11976009408816,1.27391485048985,0.23843601495216,28.3260983271739,5.06764899597994,90.2037859349967,85.7243993941188,0.576,223606.798
499,878868.08,330461.508,11,857434.738712876,343991.177156991,0.077,1420749.297,25346.4014453328,2431,-13.064040632664,0.391940919834458,15.8750001776148,2.33895951000742,29.8259821962126,34.9584613661916,66.5067747837133,41.8268745371603,2.94471896248834,4.38580238528631,3.84257398038596,5.04735472810092,0.138106681810331,0.405102325250081,0.460429405171385,9.0253166364991,3.28117563812405,9.12434361525581,45.9188713392525,0.769,180277.564
500,1439978.46,-1889979.923,1,1457434.73871288,-1906008.82284301,0.089,0,23699.0990689309,3461,7.4478785129284,13.3212502610703,23.7554572237352,17.2142584325012,124.95258893702,46.6198074246776,8.82666102829058,45.442897379782,0.00462165396068746,0.0967703361787816,0.187286420113154,0.0585777727001301,0.390404010215772,1.63170509232089,0.0263883604828429,0.44465756655181,0.355051401565509,0.293242132970424,88.9799969693542,0.371,0
500,1439978.46,-1889979.923,1.5,1457434.73871288,-1906008.82284301,0.141,2284385.202,23699.0990689309,3461,7.62617825293082,13.4100502915683,23.7424696645642,17.2232903088408,125.968746820813,48.5893357970453,9.34150381696882,44.2366821574593,0.154089622260693,0.194478365105842,0.0124070927132503,0.129186114518362,0.184392990487829,2.29493476201459,0.121407272018331,1.47689450856546,0.570973840960545,0.709571838542926,88.9432871660774,0.267,0
500,1439978.46,-1889979.923,2,1457434.73871288,-1906008.82284301,0.23,778218.265,23699.0990689309,3461,7.43760078346288,13.2793480371782,23.7819336402944,17.1711730988316,125.699658759634,45.8658423191835,8.30209842137176,44.3876027573937,0.10471131625688,0.0852765453789372,0.130584741441233,0.0957182216858079,0.14040772786446,2.6432793630301,0.118705204404293,0.547796057390863,0.483309897181572,0.785222116429314,88.915446241689,0.542,0
500,1439978.46,-1889979.923,2.5,1457434.73871288,-1906008.82284301,0.243,0,23699.0990689309,3461,7.44078946435075,13.1583363205823,23.8692118007816,17.3145147226535,122.895118471677,47.555888140257,8.32313044247422,44.0927942280769,0.126662724061795,0.203398954339246,0.24017764164814,0.0696939260881645,0.358026186034913,0.071535298849853,0.0339775307575434,0.619975763823706,0.21543100320042,0.0382139221783134,89.0887166627444,0.803,180277.564
500,1439978.46,-1889979.923,3,1457434.73871288,-1906008.82284301,0.249,2200159.081,23699.0990689309,3461,7.67450915114179,13.3609290788935,24.1024873797158,17.3275661791536,130.929007971985,47.6706908969879,8.4598371371643,43.8852556414739,0.381986797434354,0.196101877964756,0.0387357770055233,0.00611298628892255,0.359825541489995,1.20762418949028,0.0192974217688323,1.34371970070431,0.444175536518372,0.285908294134916,89.1922945963935,0.579,0
500,1439978.46,-1889979.923,3.5,1457434.73871288,-1906008.82284301,0.102,0,23699.0990689309,3461,7.4657733091502,13.1079549571915,24.0900152539374,17.3966276408984,126.539312963028,48.7099448434928,8.32904527034424,42.9942062976965,0.101207443671331,0.104018650961948,0.0486052032048002,0.0733153835387137,0.211313664587339,0.851084140542786,0.0353127584412953,0.0636379814604025,0.186061903301077,0.0751632350688792,89.8557939229896,0.147,0
500,1439978.46,-1889979.923,4,1457434.73871288,-1906008.82284301,0.14,0,23699.0990689309,3461,7.23260049954981,12.9324668246622,23.9550764317468,17.178341910885,126.578169519714,49.1045846154964,8.68012020730284,42.4886859523414,0.277785634380334,0.128766195794716,0.36906254107828,0.0591828796471924,0.276402278616255,0.973793637665404,0.124621933461528,1.23916186605133,0.43109712083688,0.188917509789232,89.8320004232181,0.472,0
