(Intercept),clim_dissim,disp_mean,disp_variance,divergence,clim_dissim:disp_mean,clim_dissim:disp_variance,clim_dissim:divergence,disp_mean:disp_variance,disp_mean:divergence,disp_variance:divergence,df,logLik,AICc,delta,weight
0.0819864762059626,-0.0191754763341952,-0.00545903437163836,2.10170019247001e-05,-1.59928978104382e-05,NA,9.7405024895816e-05,NA,-4.76205613826975e-07,-8.44504673587835e-06,-2.62986626925941e-07,13,12641.7995723853,-25257.5585016264,66.1492787367497,7.63563682194781e-16
0.0786243364572658,-0.0135098879221879,-0.00563312473136873,2.21703112908052e-05,3.06558479543436e-05,NA,9.76730716150124e-05,-7.34710428972623e-05,-4.79693812586253e-07,-6.93958364451737e-06,-2.70596999704008e-07,14,12642.5910895237,-25257.135277875,66.5725024881867,6.17935852611212e-16
0.0797050306444659,-0.0183173170984778,-0.0039526691571863,5.50948937079237e-05,-1.99233760476541e-06,NA,NA,NA,-2.72508911029821e-07,-2.11494248815341e-05,NA,11,12631.7894332205,-25241.549395577,82.1583847861657,2.54983486362623e-19
0.0764353936720458,-0.0128692983889869,-0.00408580282067888,5.56800706296e-05,4.32571339535589e-05,NA,NA,-7.06621131336555e-05,-2.75525335679973e-07,-2.00633435742076e-05,NA,12,12632.5200559166,-25241.0052787418,82.7025016213993,1.942489077032e-19
0.0792180888269487,-0.0180660451080316,-0.00569879353936091,5.55998230444186e-05,NA,NA,NA,NA,-2.76439528866974e-07,NA,NA,9,12629.4630563405,-25240.9060233954,82.8017569677977,1.84844086281073e-19
0.0819165987666687,-0.0181657911475395,-0.00574246566071062,5.59654259108303e-05,-2.88464175986613e-05,NA,NA,NA,-2.78225423036016e-07,NA,NA,10,12630.4376795386,-25240.850802765,82.8569775981232,1.79810294866506e-19
0.0782304682509376,-0.0122382477965329,-0.00578738664070056,5.65543959537711e-05,2.19591501705623e-05,NA,NA,-7.69924173317276e-05,-2.81192614551697e-07,NA,NA,11,12631.3090265878,-25240.5885823116,83.1191980515105,1.57715401270026e-19
0.0817915510112577,-0.0181701697344104,-0.00584543809766554,7.93173478901931e-05,-2.6173804256766e-05,NA,NA,NA,-2.67229522337312e-07,NA,-2.56959138358226e-07,11,12631.304558617,-25240.57964637,83.128133993152,1.57012305334871e-19
0.0782510903348902,-0.0124688998048138,-0.00588468988302432,7.89849066587159e-05,2.25875628281265e-05,NA,NA,-7.40503951515823e-05,-2.70507165844835e-07,NA,-2.47066660486049e-07,12,12632.1094715866,-25240.1841100817,83.5236702814473,1.28838030257009e-19
0.0798775450887709,-0.0183048957042208,-0.00412152462074561,5.85139751429262e-05,-3.92185536708328e-06,NA,NA,NA,-2.71426455470183e-07,-1.93283683518056e-05,-3.67979706757683e-08,12,12631.797191455,-25239.5595498185,84.1482305446625,9.42806435935717e-20
0.076631989209966,-0.0128421011615237,-0.00428586224915296,5.97261131434971e-05,4.10783715999099e-05,NA,NA,-7.0824229727081e-05,-2.74251868754149e-07,-1.79065901329768e-05,-4.35309381001806e-08,13,12632.5309127563,-25239.0211823684,84.6865979947324,7.20306828846997e-20
0.0797079519009672,-0.0180594560785216,-0.00417144621630088,4.06108225171441e-05,-2.27939190853482e-05,NA,NA,NA,NA,NA,-3.83778534734632e-07,10,12620.9206485312,-25221.8167407504,101.891039612739,1.32318479799223e-23
0.0772314605488651,-0.0182265230463816,-0.00185832447940611,2.84771621815627e-06,4.72748124732508e-06,NA,NA,NA,NA,-2.47588018345466e-05,NA,10,12620.8061700738,-25221.5877838354,102.119996527737,1.1800574206972e-23
0.0767180747390251,-0.0132775770692668,-0.00418716797032926,3.99335254079476e-05,1.81418723874706e-05,NA,NA,-6.21152457841686e-05,NA,NA,-3.76782989290401e-07,11,12621.4864313355,-25220.943391807,102.764388556181,8.55017865176489e-24
0.0744941457994254,-0.0137020551903828,-0.00194963079162043,2.85342091722892e-06,4.23736974858287e-05,NA,NA,-5.86931831515518e-05,NA,-2.38902967897984e-05,NA,11,12621.3096056644,-25220.5897404648,103.118039898392,7.16441568431433e-24
0.0796296958208751,-0.0181756898113383,-0.00404610576747786,2.99425007830805e-05,-2.23796333475133e-05,NA,1.31183912574465e-05,NA,NA,NA,-4.10786330306322e-07,11,12621.2172550274,-25220.4050391908,103.302741172305,6.53240953333383e-24
0.0784138367783703,-0.0181480621493099,-0.00300761171058944,2.63729178769617e-05,-7.96185939800977e-06,NA,NA,NA,NA,-1.28528870434415e-05,-2.38701834411667e-07,11,12621.1390701086,-25220.2486693531,103.459111010005,6.04112921598747e-24
0.0772866952706745,-0.0179544412929169,-0.00388000364386092,2.56161085044545e-06,NA,NA,NA,NA,NA,NA,NA,8,12618.121590631,-25220.2271116269,103.480668736214,5.97636239459091e-24
